id	tweet_ar	tweet_en	lbl
103	@USER @USER معاد يمديك تغيرين الموضوع هههههههههههههههههههههههههههههههههه يا سلقه يا حمير 🦓 طبعا بدري عليك تفهمين وش قصدي 💦الخلا	@USER @USER hostile Amdec Thread you change Hahahahahahahahahahahahahahahahaha O boiled O donkeys 🦓 Badri, of course you do you understand what I mean u 💦alkhala	OFF
104	M_alumri من صورته تخاف دول وجيوش # مهيب زربتن متجمعه وسط قمامه <LF>عز يا اميرنا يا امير الشباب حارقهم وجايب لهم غصه <LF>حي ذا الراس URL	M_alumri afraid of his image states and the armies of the majestic # Zrepettn confluent amid trash <LF> Ezz O our leader, O Amir young Hargahm and Jayb them Lump <LF> The neighborhood of Ras URL	NOT
105	مسلسل سقوط ايه يا ايمن يا كاشف يا خول!	A fall of the series O Ayman O detector O authorized!	OFF
106	@USER يووووه يا القوه يا النيلو عقبال كل المواد❤️	@USER Aowooh O strength, O niello Wishing all Moad❤️	NOT
107	الله ياخذك يا أليغري يا جبان يا حمار	God takes you, you coward Alegre O donkey	OFF
108	الله يرحمك و يغفرلك يا امي يا اطيب و احن قلب كان في الدنيا 💔	God bless you and Aghafrlk my mother, O my best and I miss the heart was in the world 💔	NOT
109	@USER بعد اذنك يا شيخنا يا ريت تفسير ل \" قهر الرجال \" اكثر .. و جزاك الله عنا كل خير	@USER After your ear, O our sheikh, my interpretation of the rites for \ "conquer men \" more .. and God reward us all the best	NOT
110	RT @USER: #صباحكم_ورد <LF>يا صباح الورد <LF>يا ورد الصباح ..<LF>ياصباحٍ فيه روحي هايمة ..<LF>عجلي فْـزي ترى <LF>كلي جراح ..<LF>وش يفيد الصبح وانت…	RT @USER: # Bbagm_ord <LF> O morning roses <LF> O Lord morning .. <LF> Aesbah the spiritual Heimh .. <LF> see two calves of Fuzzy Set <LF> total surgeon .. <LF> u According to the morning and you ...	NOT
111	@USER يا لهوي يا لهوي يا لهوي بقى ♥️ قنبلة حب 🙈♥️	@USER Ya Hui Ya Ya Hui Hui stayed ♥ ️ love bomb 🙈 ♥ ️	NOT
112	RT @USER: أستودعتك اللهم نفسي و أهلي و أحبتي و جميع ما وهبتني و أعطيتني في أمانتك و حفظك يا خير حافظ و يا أرحم الراحمين	RT @USER: Ostodatk Oh God, myself, and my family and all my lovers and what gave me and give me in your faithfulness and bless you, the best preserved and O Most Merciful	NOT
113	ما أدري أقول يا حظّه بالرياض<LF>ولّا يا حظ الرياض فيه ❤️❤️❤️.	What I say know my luck in Riyadh <LF> not my luck Riyadh in which ❤️❤️❤️.	NOT
114	يا معاليك @USER يا استاذ يا بش مهندس يا مواطن يا حضرة المسؤول!! لأيمتى السكوت.. اذا خايفين يبطلوا يستوردو من عنا انا بغطي النقص بميزان التجارة!! بس احكو كلمة عالقليلة!! URL	O Amaalak @USER O professor O Bach engineer O citizen, my official presence !! Oimity to silence .. If Jaivin of us abolish Isturdo I Bgueta shortage trade balance !! Bs word Akulailh !! Ago URL	NOT
115	يا ديفيد يا لويز يا خول	O David O Louise O authorized	OFF
116	يا رب يخليكي يا ست الكل<LF>ويجعل ختام اليوم انتصار زمالكاوي ونفرح كلنا ان شاء الله <LF>🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹 URL	O Lord, O Akhaliki All six <LF> and makes the end of the day the victory Zmalkkawi and rejoice all of us, God willing, <LF> 🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹 URL	NOT
117	@USER يا هلي يا روح داري يا شموخي يا عُلُوّي يا بقائي <LF>يا إزدهاري أحبك ، الله يديمك ولا يحرمنا منك 🤴🏻♥️	@USER O Whalley O Spirit of Dare O Hmokha O top O my staying <LF> O Azdhara love you, God does not deprive us Adimk you 🤴🏻 ♥ ️	NOT
118	RT @USER: يا كل عمري، يا ابتهاجي، يا فرحي.<LF>يا من نبض لأجله خفوقي بالاضلاع ♥️	RT @USER: Hey all my life, O Apthadjiy, O my joy. <LF> O pulse for him Khvoqa ribs ♥ ️	NOT
119	تصرفاتي في الحياة ، يا اجي كلّي مندفعه يا اختفي تمامًا. الوسطيه اسمع عنها بس ماحصل لي شرف لقاءها حتى الآن	My actions in life, my whole Agi O completely disappeared a motivated. Centrism hear about what happened to me the honor Bs to meet her yet	NOT
120	يا ليلي يا ليلا ليه النفس بقت شايلة 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂	O night, O night Les self remained Hilh 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂	NOT
121	اه يا اتي يا اتي يا زين <LF>اه يا اتي يا ضي العينين<LF>جده تغنت واطربت يا فرحها <LF>شعارك البراق زاد بحسنها<LF>اتحاد العب واحنا لك سند <LF>💛💛💛💛💛💛💛<LF>#الاتحاد_النصر .	Uh oh oh I come I come, O Zain <LF> Uh oh I come, my eyes Doanh <LF> grandfather and sang Atrepett O glee <LF> logo Buraq increased Bhassanha <LF> Union Play and Ehna you support <LF> 💛💛💛💛💛💛💛 < LF> # Alathad_nasr.	NOT
122	يا ريم يا سارح<LF>قلبي معك رايح<LF>ترى الهوا جارح<LF>حرام تجافينا ،،<LF>URL URL	O Reem O Serah <LF> my heart with you Rayeh <LF> see Hawa Mordant <LF> haram Tjavina ,, <LF> URL URL	NOT
123	قلن يا قمر ما نسينا يا قمر روح قلن	They said, O moon we forget you, the spirit of the moon said	NOT
124	@USER يا راشد يا مقرف يا جبان للأسف هذه تسمى خسة من شخص أحمق	@USER Rashid O O O disgusting coward Unfortunately this is called meanness of an idiot	OFF
125	يا كم مرو علي يا غالية غالين<LF>ما هم ب كرام بس مرو مرور أكرام	Oh how expensive MRO Ali O Galen <LF> What are to cram Bs MRO passage Akram	NOT
126	RT @USER: يا وليفي وميلافيّ يا جر الونّه ودقة عود.	RT @USER: O Levi and Malavi O drag Alonh accuracy promises.	NOT
127	يا انا سخيفه يا الفيديوات صج تضحك😂😂😂😂😂😂😂😂😂	Hey I'm silly, my videos Sj Tdg😂😂😂😂😂😂😂😂😂	NOT
128	ازاي يا حبيبي يا عمري يا أغلى الناس في عنيا ؟	What do you, my love, my age, my most precious people in Bethany?	NOT
129	RT @USER: RT يا جماعة. يا جامع يا رقيب URL	RT @USER: RT O group. Oh, my mosque sergeant URL	NOT
130	RT @USER: كوفيان با \"ظهور\" حسين(ع)<LF>و ما با \"غيبت\" تو <LF>امتحان شديم !<LF>براستي كداميك سخت تر است؟!<LF>ظهور يا غيبت ؟<LF>العجل يا مولا<LF>#MahdiSon…	RT @USER: Kovian Ba ​​\ "appearance \" Hussein (p) <LF> and the Ba \ "disappeared \" to <LF> exam Hdim! <LF> Prasta Kdamik Scht seen AST?! <LF> O appearance disappeared? <LF> O calf Mola <LF> # MahdiSon ...	NOT
131	يا نعلي يا حضي لسود 🖤	Oh, my bathrobe DAI for black 🖤	OFF
132	يا فرحتي يا سلوتي يا ضحايا	O joy, O my slutty victims	NOT
133	يارحيم ياكريم يا قوي يا متين يا عليم يا قدير يامن لا إله غيره ياحي يا قيوم.	Aarahim Yakeram O strong O solid O Knowing, O mighty Yamen is no other god Aahi Qayyum.	NOT
134	RT @USER: انا هنا شبيت يا وطني <LF>زيك ما لقيت يا وطني <LF>انا بفخر بيك يا وطني<LF>بالروح افديك يا وطني<LF>❤️💚🖤❤️💚🖤	RT @USER: I'm here Hbat ya national <LF> Zec What received my national <LF> I proudly Beck O National <LF> O Spirit Alfdak national <LF> ❤️💚🖤❤️💚🖤	NOT
135	RT @USER: مهووو يا تلعبوو بروح التيشرت يا تمشوو<LF>الاهلي مبيوقفش ع حد<LF>كان وقف ع صالح سليم وتريكه والخطيب كان وقف ع كتيرر<LF>💪✊👏👑❤ #ال…	RT @USER: Mhowo O Talboo spirit O Tee Tmhwoo <LF> Al Ahli Mpioagafh p limit <LF> p stop was a proper fit and Trika and Khatib was to stop p Ktearer <LF> 💪✊👏👑❤ # th ...	NOT
136	مبروك يا رجال مبروك يا كبير مبروك يا عميد وفالكم البقاء 🖤💛. <LF>@USER	Congratulations Guys Congratulations Big O Congratulations, Dean and Falcom stay 🖤💛. <LF> @USER	NOT
137	@USER نزلت امبارح وشكلي مش هروح تاني اه يا ضلوعك يا رضا بموت 😭	I got @USER Embareh configurable Mesh Hrouh Tani Uh oh oh Diloek satisfaction death 😭	NOT
138	يا الخرطوم يا العندي جمالك جنه رضوان طول عمري ما شفت مثالك في اي مكان.. URL	O Khartoum O Anda beauty commission Radwan length of my life what I saw your example anywhere .. URL	NOT
139	أمواج عاليه تحاول زحزحه شموخك يا بغداد خونه ومارقين عملاء حاقدين فاسدين كلهم من طينه الغدر والخيانة ولكن هيهات أن تسلمي وتركعي أمام هولاء الانذال صباح الخير يا عراق صباح الورد يا بغداد صباح الأنوار على قلب كل إنسان نقي أسعد الله صباحكم أحبتي URL	High waves are trying to dislodge Hmokhk O Baghdad, traitors and rogue agents corrupt all grudge tine treachery and treason, but crying to the moon and I assumed Trkaaa before Hola bastards Good Morning Iraq morning rose Oh Baghdad morning lights at the heart of every human being pure Good morning dears URL	NOT
140	@USER حبيبي يا علاء يا بن الغالي و الغاليه	@USER Habibi Ya Ala, O son of dear and precious	NOT
141	RT @USER: يا ابو ثلاثة يا ابو ثلاثة سرى الليل يا ابو ثلاثة. <LF> #الاتحاد_النصر URL	RT @USER: O Abu Three O Abu three secret night, O Abu three. <LF> # Alathad_nasr URL	NOT
142	@USER @USER يا يزيد يا يزيد ما شاءلله عليك ♥️	@USER @USER O increases O over what you InshaAllah ♥ ️	NOT
143	ياريت يا وحشين يا بتوع الحوارات يا كلاب URL	I wish you, and Cheshin O Ptoa dialogues Oh dogs URL	OFF
144	@USER قوية فيهم ناس كويسة يا عيت ملائكة انتو ياطيبين يا متحضرين يا نيويوركيين يلي مافيش زيكم	@USER powerful people in them Cuesh O Eit angels Anto Aataibin O, O New Yorkers are civilized Mavi Zykm	NOT
145	RT @USER: @USER والله من انزه الحكام لكن هم اذا حكم ما يصفر لهم 100% يكون مرتشي حسب رايهم يا تكون معانا يا تكون مرتشي…	RT @USER: @USER God of the fairest rulers but if they rule them what Yellows 100% be Mrchi according to them, O be brighter Oh ... be Mrchi	NOT
146	يا حسافة الفرحه يا بيب 😂😂😂😂😂😂😂😂😂😂😂	O Hsavh O Joyous Labib 😂😂😂😂😂😂😂😂😂😂😂	NOT
147	RT @USER: اللهم يا الله <LF>\"لا تتركني يا الله اتبع شيئاً ليس لي ؛ واحب شيئاً لا تحبه ، لا تجعلني احلم بما اشاء ؛ ولكن اجعلني احلم بما ش…	RT @USER: O God, O God, <LF> \ "Do not leave me, O God, follow me something not; and I love something you do not like, do not make me be what I want; but what u make me dream ...	NOT
148	RT @USER: #الإخوان_المسلمين في #السودان واقفين مع الجيش وبيدعموه.. تاني يا زكي.. تاني يا هايف يا تافه.<LF>#بالملليميتر_يا_حبيبي	RT @USER: # # Alahoan_almuslimn in Sudan's standing with the army and Badamoh .. Zaki Tani O .. Tani O Hive O fiddling. <LF> # Balmellimitr_aa_habiba	OFF
149	@USER تفو عليك يا بقرة يا نعال يا واطي يا منحط	@USER Phew you, O cow O Soles O Low O TWILIGHT	OFF
150	@USER @USER من انتم يا حشرات يا عديمي الاصل والاخلاق لتقسموا البشر بطريقتكم الغبية هذا ان دل يدل على انكم بلا اصل ولذلك تششكون في اصول الناس وتودون ان كل الناس تصبح مثلكم بلا اصل لكي لا تكونوا الوحيدون	@USER @USER of insects you, O ye, O unscrupulous origin and morality to Tksmwa this stupid humans Boutraguetkm that Del shows you without continued so Chchkun in the assets of the people and all the people you would like to become like you out without so do not be the only ones	OFF
151	آه يا قصر المسافه و يا طول تعبي<LF>و الهبوب إن فرع الجرح جمره كاويه <LF>آتطوى كني القاع لا هجهج ظبي<LF>كل ما أصرد بعيني تضيق الزاويه ..	O distance Palace and O length of my labor ah <LF> and the wound branch wafting cinder Caustic <LF> Attoy bottom but not Hjahj Dhabi <LF> All Osrd with my own eyes narrow angle ..	NOT
152	اخص يا اكسو يا مشاهير انتم URL	O, O Aksu single out celebrities you URL	NOT
